accuracy,loss,val_accuracy,val_loss,epoch,variant
0.5416666865348816,0.9568624496459961,0.7083333134651184,0.8752700686454773,1,04_mlp_relu
0.8229166865348816,0.8131155371665955,0.7083333134651184,0.7809297442436218,2,04_mlp_relu
0.8541666865348816,0.7051477432250977,0.75,0.7057265639305115,3,04_mlp_relu
0.8333333134651184,0.6206372380256653,0.7083333134651184,0.6426717638969421,4,04_mlp_relu
0.84375,0.5516087412834167,0.7083333134651184,0.5891945958137512,5,04_mlp_relu
0.8541666865348816,0.49435707926750183,0.7916666865348816,0.5449548959732056,6,04_mlp_relu
0.8541666865348816,0.44771984219551086,0.8333333134651184,0.507999062538147,7,04_mlp_relu
0.8541666865348816,0.4090123176574707,0.875,0.4751497805118561,8,04_mlp_relu
0.8541666865348816,0.3766593933105469,0.875,0.4457627236843109,9,04_mlp_relu
0.8645833134651184,0.3496713936328888,0.875,0.4201749265193939,10,04_mlp_relu
0.875,0.3273228108882904,0.875,0.3972313404083252,11,04_mlp_relu
0.875,0.30836912989616394,0.875,0.37584003806114197,12,04_mlp_relu
0.8854166865348816,0.29143479466438293,0.875,0.3556180000305176,13,04_mlp_relu
0.8854166865348816,0.275743305683136,0.9166666865348816,0.33561596274375916,14,04_mlp_relu
0.8958333134651184,0.26186761260032654,0.9166666865348816,0.3149855434894562,15,04_mlp_relu
0.8958333134651184,0.2482793778181076,0.9166666865348816,0.2906821072101593,16,04_mlp_relu
0.90625,0.2353571653366089,0.9166666865348816,0.2712750732898712,17,04_mlp_relu
0.90625,0.22442959249019623,0.9166666865348816,0.2570635974407196,18,04_mlp_relu
0.90625,0.2153720259666443,0.9166666865348816,0.24560761451721191,19,04_mlp_relu
0.9166666865348816,0.20717699825763702,0.9583333134651184,0.23478929698467255,20,04_mlp_relu
0.9166666865348816,0.199718177318573,1.0,0.22430960834026337,21,04_mlp_relu
0.9270833134651184,0.1928243786096573,1.0,0.21443645656108856,22,04_mlp_relu
0.9479166865348816,0.18634538352489471,1.0,0.20504848659038544,23,04_mlp_relu
0.9479166865348816,0.1802474409341812,1.0,0.19630329310894012,24,04_mlp_relu
0.9583333134651184,0.1745029091835022,1.0,0.18815787136554718,25,04_mlp_relu
0.9583333134651184,0.16904212534427643,1.0,0.1803135871887207,26,04_mlp_relu
0.9583333134651184,0.16385014355182648,1.0,0.17285801470279694,27,04_mlp_relu
0.9583333134651184,0.15896232426166534,1.0,0.16597123444080353,28,04_mlp_relu
0.9583333134651184,0.15426066517829895,1.0,0.15947051346302032,29,04_mlp_relu
0.9583333134651184,0.14979638159275055,1.0,0.153572678565979,30,04_mlp_relu
0.9583333134651184,0.14551670849323273,1.0,0.14817310869693756,31,04_mlp_relu
0.9583333134651184,0.14139556884765625,1.0,0.14317524433135986,32,04_mlp_relu
0.9583333134651184,0.13742031157016754,1.0,0.13849788904190063,33,04_mlp_relu
0.9583333134651184,0.1336130052804947,1.0,0.13402913510799408,34,04_mlp_relu
0.9583333134651184,0.13005194067955017,1.0,0.1298004388809204,35,04_mlp_relu
0.9583333134651184,0.1265639215707779,1.0,0.12590134143829346,36,04_mlp_relu
0.9583333134651184,0.12309882789850235,1.0,0.12222152948379517,37,04_mlp_relu
0.9583333134651184,0.11967617273330688,0.9583333134651184,0.11876613646745682,38,04_mlp_relu
0.9583333134651184,0.11627023667097092,0.9583333134651184,0.11545992642641068,39,04_mlp_relu
0.9583333134651184,0.11298394948244095,0.9583333134651184,0.11245191097259521,40,04_mlp_relu
0.9583333134651184,0.10982770472764969,0.9583333134651184,0.10965528339147568,41,04_mlp_relu
0.96875,0.10677370429039001,0.9583333134651184,0.10701120644807816,42,04_mlp_relu
0.96875,0.10384561866521835,0.9583333134651184,0.10465390235185623,43,04_mlp_relu
0.96875,0.10105190426111221,0.9583333134651184,0.10241037607192993,44,04_mlp_relu
0.96875,0.09829351305961609,0.9583333134651184,0.10036808252334595,45,04_mlp_relu
0.96875,0.09563107043504715,0.9583333134651184,0.09837739914655685,46,04_mlp_relu
0.96875,0.09306154400110245,0.9583333134651184,0.0966121181845665,47,04_mlp_relu
0.96875,0.09054923802614212,0.9583333134651184,0.09506962448358536,48,04_mlp_relu
0.96875,0.08822115510702133,0.9583333134651184,0.09345611184835434,49,04_mlp_relu
0.96875,0.08597058057785034,0.9583333134651184,0.09197800606489182,50,04_mlp_relu
0.96875,0.0837816670536995,0.9583333134651184,0.09075760841369629,51,04_mlp_relu
0.9791666865348816,0.08172548562288284,0.9583333134651184,0.08978614211082458,52,04_mlp_relu
0.9791666865348816,0.07969038188457489,0.9583333134651184,0.08857402950525284,53,04_mlp_relu
0.9791666865348816,0.07776162773370743,0.9583333134651184,0.08737009763717651,54,04_mlp_relu
0.9791666865348816,0.0759272351861,0.9583333134651184,0.08647998422384262,55,04_mlp_relu
0.9791666865348816,0.07411032170057297,0.9583333134651184,0.08570212125778198,56,04_mlp_relu
0.9895833134651184,0.07247999310493469,0.9583333134651184,0.08459803462028503,57,04_mlp_relu
0.9895833134651184,0.0709298625588417,0.9583333134651184,0.08403291553258896,58,04_mlp_relu
0.9895833134651184,0.06931600719690323,0.9583333134651184,0.08334726840257645,59,04_mlp_relu
0.9895833134651184,0.0678633376955986,0.9583333134651184,0.08257467299699783,60,04_mlp_relu
0.9895833134651184,0.06640946120023727,0.9583333134651184,0.08206969499588013,61,04_mlp_relu
0.9895833134651184,0.06495243310928345,0.9583333134651184,0.08139956742525101,62,04_mlp_relu
0.9895833134651184,0.06362485140562057,0.9583333134651184,0.08096679300069809,63,04_mlp_relu
0.9895833134651184,0.06230703368782997,0.9583333134651184,0.08074440062046051,64,04_mlp_relu
0.9895833134651184,0.06105633080005646,0.9583333134651184,0.08024559170007706,65,04_mlp_relu
0.9895833134651184,0.059829723089933395,0.9583333134651184,0.07976564019918442,66,04_mlp_relu
0.9895833134651184,0.05862647294998169,0.9583333134651184,0.07930631190538406,67,04_mlp_relu
0.9895833134651184,0.05754196271300316,0.9583333134651184,0.07921213656663895,68,04_mlp_relu
0.9895833134651184,0.056446876376867294,0.9583333134651184,0.07885175943374634,69,04_mlp_relu
0.9895833134651184,0.055335551500320435,0.9583333134651184,0.07846543937921524,70,04_mlp_relu
0.9895833134651184,0.05436054989695549,0.9583333134651184,0.0782712996006012,71,04_mlp_relu
0.9895833134651184,0.05332723632454872,0.9583333134651184,0.07811126112937927,72,04_mlp_relu
0.9895833134651184,0.05241614580154419,0.9583333134651184,0.0778026431798935,73,04_mlp_relu
0.9895833134651184,0.051459625363349915,0.9583333134651184,0.07752107828855515,74,04_mlp_relu
0.9895833134651184,0.05062754452228546,0.9583333134651184,0.07752113789319992,75,04_mlp_relu
0.9895833134651184,0.04970875009894371,0.9583333134651184,0.07732632011175156,76,04_mlp_relu
0.9895833134651184,0.04890218377113342,0.9583333134651184,0.07707954198122025,77,04_mlp_relu
0.9895833134651184,0.048073217272758484,0.9583333134651184,0.07729487866163254,78,04_mlp_relu
0.9895833134651184,0.047293271869421005,0.9583333134651184,0.07705429196357727,79,04_mlp_relu
0.9895833134651184,0.046544212847948074,0.9583333134651184,0.07667743414640427,80,04_mlp_relu
0.9895833134651184,0.045818742364645004,0.9583333134651184,0.07680469751358032,81,04_mlp_relu
0.9895833134651184,0.045070573687553406,0.9583333134651184,0.07728994637727737,82,04_mlp_relu
0.9895833134651184,0.044309984892606735,0.9583333134651184,0.07674305886030197,83,04_mlp_relu
0.9895833134651184,0.04368133470416069,0.9583333134651184,0.07708907127380371,84,04_mlp_relu
0.9895833134651184,0.04289597272872925,0.9583333134651184,0.07731231302022934,85,04_mlp_relu
0.9895833134651184,0.042306069284677505,0.9583333134651184,0.07761112600564957,86,04_mlp_relu
0.9895833134651184,0.04161146655678749,0.9583333134651184,0.07787561416625977,87,04_mlp_relu
0.9895833134651184,0.04099155589938164,0.9583333134651184,0.07800594717264175,88,04_mlp_relu
0.9895833134651184,0.04033799096941948,0.9583333134651184,0.07750454545021057,89,04_mlp_relu
0.9895833134651184,0.03982947766780853,0.9583333134651184,0.07769866287708282,90,04_mlp_relu
0.9895833134651184,0.03920074552297592,0.9583333134651184,0.0785587728023529,91,04_mlp_relu
0.9895833134651184,0.038565926253795624,0.9583333134651184,0.07812219113111496,92,04_mlp_relu
0.9895833134651184,0.03812723979353905,0.9583333134651184,0.07892891019582748,93,04_mlp_relu
0.9895833134651184,0.037469781935214996,0.9583333134651184,0.07874097675085068,94,04_mlp_relu
0.9895833134651184,0.03702712431550026,0.9583333134651184,0.07856082916259766,95,04_mlp_relu
0.9895833134651184,0.03654743358492851,0.9583333134651184,0.08024194836616516,96,04_mlp_relu
0.9895833134651184,0.03599252179265022,0.9583333134651184,0.08027385920286179,97,04_mlp_relu
0.9895833134651184,0.035493459552526474,0.9583333134651184,0.0794978067278862,98,04_mlp_relu
0.9895833134651184,0.0350494347512722,0.9583333134651184,0.07957624644041061,99,04_mlp_relu
0.9895833134651184,0.034608274698257446,0.9583333134651184,0.08066021651029587,100,04_mlp_relu
